region,address,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,build_date,is_complete,completion_year,house_material,parking,decoration,balcony,longitude,latitude,passenger_elevator,cargo_elevator,metro,metro_distance,metro_transport,district,is_apartments,is_auction
msk,"Москва, Пресненский, переулок Богословский, 12А",349105999,132.6,20.0,empty,3,2,8,empty,empty,empty,brick,empty,empty,0,37.599319,55.763493,1,1,"Пушкинская,Тверская","6,6","walk,walk","Пресненский,ЦАО",0,1
msk,"Россия, Москва, 2-й Неопалимовский переулок, д. 3",371250000,165.0,25.0,empty,4,3,7,empty,empty,empty,monolithBrick,underground,empty,empty,37.582493,55.73925,empty,empty,"Парк Культуры,Смоленская,Киевская","12,14,16","walk,walk,walk","Хамовники,ЦАО",empty,1
msk,"Россия, Москва, Карамышевский проезд, 7к2",459349999,677.0,empty,empty,6,1,4,empty,empty,empty,monolith,ground,empty,1,37.453971,55.777378,1,empty,"Народное Ополчение,Мнёвники,Октябрьское поле","4,6,8","transport,transport,transport","Хорошево-Мневники,СЗАО",0,1
msk,"Россия, Москва, улица Цюрупы, 15к3",10985000,33.0,7.0,19.0,1,8,9,1976,empty,empty,panel,ground,empty,0,37.568129,55.665817,1,empty,"Новые Черёмушки,Зюзино,Профсоюзная","13,17,4","walk,walk,transport","Черемушки,ЮЗАО",0,1
msk,"Москва, улица Поляны, 5Ак3",12770000,42.5,empty,empty,2,29,34,2019,empty,empty,monolith,underground,empty,empty,37.557188,55.555596,empty,4,"Улица Скобелевская,Бульвар Адмирала Ушакова,Улица Старокачаловская","11,4,5","walk,transport,transport","Южное Бутово,ЮЗАО",0,1
msk,"Москва, Внуковское район, Бориса Пастернака ул., д.23",19990000,88.0,10.0,52.5,3,4,17,2016,empty,empty,panel,empty,empty,0,37.321461,55.63657,1,1,Рассказовка,14,walk,"Внуковское,НАО (Новомосковский)",empty,1
msk,"Россия, Москва город, шоссе Можайское, дом 6, корпус 1",32500000,57.0,21.0,31.0,2,6,23,2009,empty,empty,monolithBrick,underground,empty,empty,37.438781,55.722456,3,1,"Кунцевская,Славянский бульвар","12,7","walk,transport","Можайский,ЗАО",0,1
msk,"Москва, Шелепихинская набережная, 40к1",44000000,79.3,11.1,47.8,3,19,30,empty,0,2023,monolith,underground,fine,empty,37.5017472742,55.7670055749,2,1,"Хорошёво,Карамышевская,Хорошёвская","17,2,6","walk,transport,transport","Хорошево-Мневники,СЗАО",0,1
msk,"Москва, Бумажный проезд, 4",53000000,94.0,15.0,70.0,3,14,20,2020,empty,empty,monolithBrick,underground,empty,0,37.586437,55.786349,1,0,Белорусская,14,walk,"Беговой,САО",1,1
msk,"Москва, Москва, Спиридоньевский пер, 10А",60000000,101.7,30.0,empty,4,4,6,1914,empty,empty,brick,empty,empty,0,37.595833,55.762617,1,0,Пушкинская,9,walk,"Пресненский,ЦАО",empty,1
msk,"Россия, Москва, улица Архитектора Власова, 20",60000000,173.0,empty,empty,4,7,16,2001,empty,empty,brick,underground,empty,1,37.543048,55.670778,1,1,"Новые Черёмушки,Воронцовская,Калужская","12,16,18","walk,walk,walk","Обручевский,ЮЗАО",0,1
msk,"Россия, Москва, 1-й Красногвардейский проезд, 22с1",68000000,97.0,empty,empty,3,61,65,empty,empty,empty,empty,empty,empty,0,37.533742,55.751138,empty,empty,"Тестовская,Международная,Деловой центр","2,5,6","walk,walk,walk","Пресненский,ЦАО",1,1
msk,"Россия, Москва город, улица Садовая-Самотёчная, дом 4А",74000000,108.0,12.0,85.0,3,4,7,1951,empty,empty,brick,empty,empty,2,37.613278,55.773034,1,empty,"Цветной бульвар,Чеховская,Трубная","10,12,14","walk,walk,walk","Тверской,ЦАО",empty,1
msk,"Россия, Москва, Тверская улица, 27с2",77990000,132.3,empty,empty,4,6,8,1902,empty,empty,brick,ground,empty,1,37.597549,55.768653,1,empty,"Маяковская,Пушкинская,Тверская","4,8,9","walk,walk,walk","Тверской,ЦАО",0,1
msk,"Москва, Звенигородская 2-я ул., д. 11",79000000,89.9,7.0,empty,3,3,18,2016,empty,empty,empty,empty,empty,empty,37.554214,55.761538,1,1,"Улица 1905 года,Краснопресненская","10,4","walk,transport","Пресненский,ЦАО",0,1
msk,"Россия, Москва, 1-й Красногвардейский проезд, 22с2",85000000,123.0,empty,empty,3,45,78,2020,empty,empty,monolith,empty,empty,0,37.535332,55.751584,empty,empty,"Тестовская,Деловой центр,Международная","3,5,6","walk,walk,walk","Пресненский,ЦАО",1,1
msk,"Москва, Большой Афанасьевский переулок, 24",127000000,125.8,empty,empty,3,2,9,2012,empty,empty,monolith,underground,empty,empty,37.597872,55.749603,2,empty,"Арбатская,Кропоткинская,Александровский сад","7,7,12","walk,walk,walk","Арбат,ЦАО",0,1
msk,"Москва, 2-я Черногрязская ул., 6к2",139000000,131.0,20.0,106.0,3,2,7,empty,empty,empty,monolithBrick,underground,empty,1,37.547531,55.762181,2,empty,Улица 1905 года,15,walk,"Пресненский,ЦАО",0,1
msk,"г. Москва, ул. Усачева, д. 15А",164990000,97.0,11.0,51.2,3,7,13,empty,empty,empty,monolith,underground,empty,empty,37.570276,55.7256,2,empty,"Спортивная,Фрунзенская","6,11","walk,walk","Хамовники,ЦАО",0,1
msk,"Москва, переулок Большой Гнездниковский, д.3",167000000,145.0,20.0,110.0,3,4,6,2008,empty,empty,empty,underground,empty,empty,37.604592,55.76172,2,0,"Пушкинская,Тверская,Чеховская","4,4,6","walk,walk,walk","Пресненский,ЦАО",0,1
msk,"Москва, Береговая улица, 4к10",210000000,455.0,empty,empty,4,5,6,empty,empty,empty,empty,empty,empty,3,37.470779,55.830387,empty,empty,"Стрешнево,Балтийская,Панфиловская","6,10,10","transport,transport,transport","Покровское-Стрешнево,СЗАО",0,1
msk,"Москва, Пресненская набережная, д. 8 стр. 1",229674999,223.3,20.0,empty,3,39,65,2008,empty,empty,empty,empty,empty,empty,37.539078,55.747115,1,empty,"Международная,Деловой центр,Выставочная","3,4,6","walk,walk,walk","Пресненский,ЦАО",1,1
msk,"Москва, ул. 1-ая Тверская-Ямская, д.2",293983999,160.8,60.0,43.0,3,7,9,2023,empty,empty,monolith,underground,empty,empty,37.595492,55.77079,1,empty,Маяковская,2,walk,"Тверской,ЦАО",1,1
msk,"Москва, Большой Афанасьевский переулок, 24",450000000,207.0,empty,empty,4,6,8,2012,empty,empty,monolith,underground,empty,1,37.597872,55.749603,2,empty,"Арбатская,Кропоткинская,Александровский сад","7,7,12","walk,walk,walk","Арбат,ЦАО",0,1
msk,"Москва, Большой Афанасьевский переулок, 24",599000000,320.0,empty,empty,5,7,8,2012,empty,empty,empty,underground,empty,empty,37.597872,55.749603,2,empty,"Арбатская,Кропоткинская,Александровский сад","7,7,12","walk,walk,walk","Арбат,ЦАО",0,1
